"prof","slogan","politician","econ","name","race","sex","order","choice","sec","corrup","emp","id","age","sex_respondent","state","income","trust_civpol","trust_milpol","trust_congress","trust_minpub","trust_mayor","trust_vereadores","trust_army","legit_1","legit_2","legit_3","legit_4","legit_5","contact_civpol","contact_milpol","contact_guarda","contact_saude","contact_educ","crime_victim","problem_corruption","problem_health","problem_security","problem_inequality","problem_unemployment","problem_other","covid_eval","covid_contact","ideology_self","ideology_mayor","ideology_president","vote","pres_vote_2018","party_mayor","party_self","auth_1","auth_2","auth_3","auth_4","religion","race_respondent","city","cep","urban","education"
"office","generic","novice","right","Isabella Nunes","black","female",2,1,1,1,1,"R_2t8R05mymdc1jbt",45,1,13,7,4,5,1,4,4,3,4,4,4,4,4,4,1,1,1,3,1,1,1,2,3,4,5,"Rascismo",4,3,3,5,3,2,9,12,12,1,2,1,1,2,"1","Belo Horizonte","31150-650",2,2
"office","jobs","politician","right","Nicolas Duarte","pardo","male",2,5,1,2,1,"R_2tahcgLpgSsR484",7,1,17,7,3,2,1,1,2,1,1,1,1,1,2,NA,2,2,2,2,2,2,1,2,4,3,5,"",3,NA,2,3,3,2,6,12,1,1,2,1,1,4,"4","Jaboatão","54290091",2,3
"office","corruption","politician","right","Isabella Nunes","pardo","female",2,4,2,2,4,"R_2tc09ip8kIzSwsx",21,1,9,7,4,4,4,4,4,4,5,2,2,4,4,2,1,1,1,1,2,1,1,2,4,5,3,"",4,NA,5,NA,7,3,1,17,12,1,2,1,1,4,"4","Quirinópolis GO","75860000",2,3
"pastor","generic","politician","right","Nicolas Duarte","white","male",2,5,3,4,5,"R_2tEZl9XcTWN2H62",1,1,2,3,4,4,4,4,3,2,4,2,4,3,5,4,3,2,3,2,5,1,1,4,5,2,3,"",4,4,5,5,7,2,9,17,12,NA,1,1,2,4,"1","Palmeira dos Índios","57609899",2,2
"pastor","corruption","novice","right","Bernardo Teixeira","pardo","male",2,5,5,4,5,"R_2tG6vRAdnMH9M49",7,1,25,5,5,5,4,5,4,3,5,4,5,4,5,5,2,1,2,1,2,1,1,2,4,3,5,"Fome",4,6,5,6,7,3,1,8,8,1,2,1,1,4,"1","Marília","17513322",2,5
"police","jobs","politician","left","Nicolas Duarte","white","male",2,3,3,3,3,"R_2tJYs2nsOLGrghD",21,2,8,2,4,4,2,2,3,1,4,2,3,2,2,3,1,2,1,1,2,1,4,2,3,5,1,"Nao ",3,1,3,4,4,1,11,17,12,1,2,1,1,2,"4","Serra ","29 181 102",1,2
"professor","corruption","politician","right","Olívia Mendes","white","female",2,2,3,3,1,"R_2TKU4hoXcCOuZcV",20,1,21,7,2,1,1,3,1,1,1,1,NA,3,4,1,2,3,1,2,1,1,3,4,5,1,2,"",3,2,4,5,7,3,2,14,12,1,NA,1,NA,6,"4","Porto alegre","91720160",2,3
"pastor","generic","novice","left","Cecilia Machado","black","female",2,1,2,2,2,"R_2TOd4MCTvJl0TTx",8,2,17,7,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,2,3,4,5,"",3,NA,3,4,4,2,11,11,1,1,2,1,2,2,"1","recife","50790185",2,5
"pastor","jobs","politician","right","Cecilia Machado","white","female",2,4,3,3,3,"R_2trpMFAGqcte2cp",28,1,2,2,5,NA,5,5,NA,2,5,4,4,4,4,4,1,1,1,1,1,2,1,3,2,5,4,"Corrupção ",4,12,6,7,7,3,1,16,13,1,2,1,2,4,"4","Manaus","69033692",2,3
"captain","generic","politician","left","Isabella Nunes","black","female",2,2,4,3,3,"R_2tsMkdvfN4T2V9G",6,1,5,3,3,4,4,5,3,4,3,1,2,3,1,1,1,NA,1,1,1,1,5,2,3,1,4,"Educação ",2,5,1,6,7,3,3,12,12,2,2,2,1,2,"4","Teixeira de freitas","",2,5
"office","jobs","novice","right","Isabella Nunes","pardo","female",2,2,1,4,1,"R_2Tt6vJdWQniJINb",31,1,5,7,4,2,1,4,1,1,4,2,2,1,1,3,3,3,3,3,3,2,2,3,4,5,1,"Educacao",2,7,2,3,7,2,1,5,12,1,2,1,2,4,"3","Santa Inês ","45320000",1,3
"doctor","corruption","novice","right","Isabella Nunes","pardo","female",2,3,2,2,2,"R_2ttWkxz773mFkIK",55,2,25,5,2,2,3,3,3,3,3,2,2,2,1,1,1,1,1,2,1,2,2,3,4,5,1,"educação",4,3,2,6,7,3,2,4,12,1,NA,1,NA,6,"4","São Paulo","05038-040",2,3
"doctor","corruption","politician","left","Isabella Nunes","pardo","female",2,3,2,1,1,"R_2TX1604KB0EWq20",4,1,10,7,3,2,2,3,2,2,3,2,3,3,3,4,NA,2,1,3,2,1,NA,NA,NA,NA,NA,"1,2,3,4,5",NA,4,3,7,5,3,1,13,13,2,2,1,2,4,"4","Ribamar","65110000",1,4
"pastor","jobs","novice","right","Bernardo Teixeira","white","male",2,4,2,2,2,"R_2tygExImMaPpGyq",55,1,5,3,4,4,2,4,4,2,5,4,3,3,2,3,1,1,1,2,1,1,1,2,3,4,5,"Trocar o stf",3,12,6,5,7,3,1,17,12,NA,NA,1,2,6,"4","Nova Viçosa","45920000",2,3
"office","jobs","politician","left","Nicolas Duarte","black","male",2,4,2,3,3,"R_2TzSF40vhDedn07",4,1,19,7,4,4,2,3,4,3,4,4,4,4,3,4,1,2,1,4,4,1,4,3,2,5,1,"Gastos governamentais excesivos, alta taxação, alta regularização, inflação, ataques contra a liberdade de expressão.",2,8,6,3,6,3,11,16,12,1,2,2,1,4,"4","Macaé","27910020",2,3
"captain","corruption","novice","left","Olívia Mendes","pardo","female",2,1,1,1,1,"R_2U43pZIrCJho1Vw",23,1,3,3,5,5,1,5,3,2,5,2,2,4,4,4,3,4,3,4,5,1,1,2,3,4,5,"Saneamento básico",4,7,2,5,1,2,2,5,14,1,2,1,1,2,"4","Macapá","68911452",2,4
"professor","generic","novice","left","Bernardo Teixeira","black","male",2,4,3,3,3,"R_2U4oMJyeMEIMKSP",48,2,9,2,2,2,1,4,3,2,2,1,1,1,1,5,1,1,1,2,5,3,1,4,3,5,2,"Deamatamento do amazonas",3,12,6,7,4,2,7,17,9,NA,NA,2,NA,6,"1","Goiânia ","74815-435 ",2,3
"office","generic","novice","right","Bernardo Teixeira","pardo","male",2,3,1,1,2,"R_2Uax5Uc7D7BSldg",7,2,17,7,4,4,4,4,4,4,5,3,3,3,3,3,1,1,1,1,3,2,NA,NA,NA,NA,NA,"N",3,3,5,6,7,2,1,17,12,1,2,1,2,4,"4","Palmares ","555400000",2,2
"professor","corruption","politician","right","Hector Amaral","pardo","male",2,2,2,2,2,"R_2uDmrinyxP5FM3f",47,1,25,3,4,4,4,4,4,4,4,2,2,1,1,2,1,1,1,2,5,1,1,2,3,4,5,"",3,12,0,7,7,3,2,1,1,2,1,2,1,8,"1","São Paulo","8290440",2,5
"captain","corruption","novice","right","Bernardo Teixeira","black","male",2,1,1,1,1,"R_2ueHkDB4erD41ZT",39,2,19,5,2,2,1,5,4,2,3,1,1,1,2,2,1,1,1,2,5,2,1,3,4,5,2,"Excesso de políticos no país.",1,9,0,4,7,2,2,4,10,1,NA,NA,NA,1,"1","Volta Redonda","27251085",2,6
"police","corruption","politician","left","Hector Amaral","black","male",2,2,1,1,1,"R_2UgBrxsOZ0oq75u",22,1,24,5,2,2,2,2,2,2,3,2,2,3,5,2,1,1,1,1,1,1,3,2,4,5,1,"Educação",4,3,5,3,2,2,5,17,13,2,NA,1,NA,8,"1","Blumenau","89010350",2,5
"doctor","corruption","novice","left","Nicolas Duarte","black","male",2,4,3,3,2,"R_2uGCXkiakwcDdfj",44,1,9,3,3,4,2,4,3,3,5,2,3,2,1,2,2,3,3,2,3,3,3,2,1,5,4,"Burocracia",4,5,4,5,7,2,1,5,8,NA,NA,NA,2,2,"1","Anápolis","75104875",2,5
"pastor","corruption","novice","left","Hector Amaral","pardo","male",2,1,2,2,3,"R_2Uhl0OK7EcohA4X",30,1,25,2,3,2,2,4,3,2,3,3,2,1,1,3,2,2,1,1,2,2,1,5,2,4,3,"Educação ",4,8,1,5,7,3,3,4,1,NA,NA,1,2,11,"1","São Paulo ","3061000",2,3
"professor","generic","politician","right","Bernardo Teixeira","black","male",2,1,1,1,1,"R_2uHYDiOxtRSxRhE",38,1,19,7,2,2,1,1,1,1,4,1,3,1,2,1,1,1,1,2,1,2,1,2,3,4,5,"",1,12,NA,NA,6,1,10,17,12,1,2,NA,1,11,"4","Duque de Caxias","",2,3
"captain","jobs","politician","right","Bernardo Teixeira","black","male",2,4,4,4,3,"R_2UhYUShZ9BPgqmv",16,1,13,3,5,5,3,3,3,3,5,5,5,4,3,5,1,5,1,1,1,1,NA,NA,NA,NA,NA,"",5,3,6,5,7,2,1,11,12,1,2,1,1,2,"1","Betim","32678115",2,4
"captain","jobs","novice","left","Cecilia Machado","pardo","female",2,1,2,1,1,"R_2uJbUj6IaAMxK8z",19,1,10,2,3,2,1,1,2,2,2,3,2,4,3,2,1,1,1,2,1,1,1,4,3,5,2,"Economia",3,1,3,2,6,1,9,13,12,1,2,1,2,1,"1","São Luis","65020-100",2,3
"doctor","generic","politician","right","Nicolas Duarte","black","male",2,2,4,3,3,"R_2uQ92hL8zTnoKN0",24,1,5,7,2,2,1,2,2,2,3,2,3,3,3,3,1,1,1,2,1,2,NA,NA,NA,NA,NA,"educação",4,4,4,5,1,2,10,5,12,NA,NA,2,NA,1,"3","salvador","0",2,3
"captain","generic","politician","right","Olívia Mendes","pardo","female",2,1,2,2,2,"R_2uQFrg6i111KWPZ",32,1,19,2,4,2,2,3,3,1,1,1,1,3,4,1,1,1,1,3,1,1,1,2,3,4,5,"Administração pública",3,9,1,6,7,2,3,17,13,1,1,2,1,11,"6","Natividade","28380-000",1,2
"office","corruption","novice","right","Nicolas Duarte","black","male",2,1,4,2,3,"R_2uU8B8AhPfXPGOs",44,1,4,3,3,3,1,3,3,3,3,2,3,2,1,1,1,NA,1,3,3,1,1,2,3,4,5,"",NA,NA,NA,5,7,1,1,13,12,1,NA,NA,NA,2,"1","Manaus","69040-300",2,5
"doctor","corruption","novice","right","Olívia Mendes","white","female",2,3,3,3,3,"R_2uUOZ7YmGN0P3fZ",58,2,7,2,4,4,3,4,3,3,3,4,2,3,5,4,1,2,1,3,4,3,2,3,4,5,1,"",4,5,4,5,5,2,10,1,4,1,2,1,2,2,"1","Ceilândia ","72235405",2,2
"professor","jobs","novice","left","Olívia Mendes","pardo","female",2,1,1,2,2,"R_2UWxkKKAlmJoNBm",21,2,21,2,4,4,1,4,1,2,4,3,4,3,3,4,3,3,2,3,4,2,3,2,1,5,4,"",3,NA,4,5,3,2,1,1,15,1,2,1,1,2,"1","santa cruz do sul","96810062",2,3
"doctor","generic","politician","left","Bernardo Teixeira","pardo","male",2,3,2,2,2,"R_2UYm66DyEoLs68U",60,1,5,5,5,5,1,5,4,3,5,2,4,3,2,5,1,1,1,3,2,1,1,2,3,4,5,"Sustentabilidade ",5,3,3,5,7,3,3,5,2,1,1,2,2,2,"4","Salvador","41810480",2,6
"pastor","corruption","politician","left","Hector Amaral","pardo","male",2,2,2,2,2,"R_2v6UjrhHs8NuVxg",15,2,25,7,4,4,4,4,4,4,4,3,4,4,4,3,1,1,1,3,2,1,1,2,4,5,3,"",3,2,NA,NA,NA,3,1,17,12,1,2,1,1,4,"1","Piracicaba","13402-124",2,3
"police","generic","novice","left","Isabella Nunes","pardo","female",2,1,1,1,1,"R_2V7IE7LR48plwEz",26,1,19,7,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,1,1,5,5,1,2,3,4,"",1,1,0,1,1,1,10,17,12,NA,NA,1,2,4,"4","Belford Roxo","26135363",2,3
"captain","generic","novice","right","Isabella Nunes","black","female",2,4,2,3,2,"R_2V9GIKaIvcJL3xx",25,2,19,1,2,1,1,2,NA,2,2,2,1,1,1,1,1,5,4,3,5,2,5,1,2,4,3,"",4,1,2,7,7,2,1,17,12,1,2,2,1,4,"3","Rio de janeiro","21050540",2,3
"police","generic","politician","left","Bernardo Teixeira","black","male",2,3,3,1,3,"R_2Vdu6iAqPhcVdyD",13,2,25,7,4,4,4,4,3,4,4,3,4,4,4,4,1,1,1,1,3,5,3,1,2,5,4,"",2,6,NA,NA,3,1,1,17,12,1,2,1,2,4,"1","São Paulo ","8032008",2,3
"professor","jobs","novice","left","Isabella Nunes","white","female",2,2,3,3,3,"R_2velKqZgRL9aZc5",28,2,19,3,4,4,4,4,4,4,4,2,2,2,2,2,1,1,1,1,1,2,NA,NA,NA,NA,NA,"",3,5,NA,NA,NA,2,10,17,12,1,2,1,2,6,"1","rj","20270",2,6
"pastor","generic","politician","right","Bernardo Teixeira","white","male",2,1,1,1,1,"R_2veOOkYFKp8zFE6",34,2,7,7,3,3,1,4,1,1,2,2,2,1,1,1,1,1,1,1,1,2,1,2,4,5,3,"",3,4,3,5,3,2,1,17,12,1,2,NA,NA,2,"4","BRASILIA","72726105",2,3
"office","corruption","novice","left","Cecilia Machado","black","female",2,3,3,3,3,"R_2VJUWsOL390MfrQ",11,1,16,1,3,3,3,3,3,3,3,3,3,3,5,3,NA,1,1,2,1,1,3,2,4,5,1,"",2,2,NA,NA,4,2,4,4,12,2,2,NA,2,1,"1","Londrina","86123000",1,3
"office","jobs","politician","right","Bernardo Teixeira","white","male",2,2,3,3,3,"R_2VjYZlGKEZzntgj",32,1,13,2,4,4,4,4,4,4,5,3,2,3,4,3,2,1,1,2,1,1,3,1,5,4,2,"Educação",4,11,5,5,7,2,9,4,12,1,2,1,1,2,"4","Uberlândia","3847393",2,3
"captain","corruption","novice","right","Hector Amaral","black","male",2,5,4,1,3,"R_2VJZxBhkQ4Hz9LK",42,1,25,2,1,4,3,2,2,1,4,2,1,1,1,3,1,1,2,2,2,4,1,2,4,5,3,"Distribuição de medicamento ",NA,12,5,3,2,3,2,4,3,1,2,1,1,2,"1","Presidente prudente ","19045-390 ",2,2
"pastor","jobs","politician","left","Hector Amaral","pardo","male",2,1,2,4,3,"R_2Vm6Si2BbruBy3a",40,2,25,7,5,5,3,3,1,1,3,4,3,1,2,3,1,1,1,2,1,2,1,2,3,4,5,"Assistência social",2,12,3,6,1,2,10,17,12,1,2,1,1,4,"1","Cotia","06727-150 ",2,2
"professor","jobs","novice","left","Cecilia Machado","pardo","female",2,4,1,1,2,"R_2VmssP9RI8NHcH2",23,2,25,2,3,5,1,3,3,3,5,5,5,3,5,4,1,5,1,2,3,1,1,2,3,4,5,"Educação",1,6,3,6,7,2,10,17,12,2,1,2,1,11,"4","São Paulo","",2,5
"pastor","corruption","novice","left","Olívia Mendes","white","female",2,3,1,1,1,"R_2VO7GfBJDmk0TFg",21,1,25,3,2,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,2,3,NA,NA,NA,NA,NA,"Educação ",1,6,NA,7,7,3,5,7,12,1,1,1,1,2,"3","Itapecerica","6867650",2,5
"police","corruption","novice","left","Cecilia Machado","pardo","female",2,3,1,1,1,"R_2VQjVtz8Gqw3gcp",8,2,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,1,5,4,3,"",3,3,NA,NA,NA,1,9,17,12,1,1,2,NA,4,"4","brasilia","73020015",2,3
"pastor","generic","novice","right","Cecilia Machado","black","female",2,3,3,3,3,"R_2Vt4p5eVFw4F3la",25,2,25,3,3,3,2,3,3,2,4,3,3,3,3,3,1,2,2,3,5,2,1,2,3,4,5,"",3,12,4,7,7,2,1,17,12,1,2,1,1,4,"1","Jundiaí ","13205-430 ",2,4
"professor","generic","novice","right","Olívia Mendes","pardo","female",2,1,1,2,2,"R_2vY39VygEQySdQ7",54,1,4,5,4,4,2,4,3,2,4,4,4,3,3,3,1,1,1,1,1,2,1,2,3,4,5,"Qualidade de vida",NA,12,5,6,6,3,1,17,12,1,2,2,1,1,"1","Manaus","69058125",2,6
"professor","generic","novice","right","Nicolas Duarte","white","male",2,4,3,3,3,"R_2w0lhFCKCdp6qje",2,2,16,1,2,2,2,3,3,2,3,2,2,1,1,5,2,2,3,3,5,3,1,2,3,5,4,"Fome  ",2,4,3,3,1,2,9,17,13,2,1,1,1,2,"4","Fazenda rio grande"," 83830-039",2,2
"police","jobs","novice","left","Hector Amaral","black","male",2,1,1,1,1,"R_2w5ADRL0jgu0tsp",37,2,16,3,2,2,1,1,2,2,4,2,2,3,1,1,1,1,1,1,2,1,1,2,3,4,5,"NÃO",4,2,6,3,4,1,1,17,12,1,2,1,2,2,"1","CURITIBa","81310060",2,5
"captain","jobs","politician","right","Olívia Mendes","black","female",2,4,1,1,1,"R_2wbJnG18jiN7TbU",29,2,16,7,1,1,1,3,1,1,3,2,2,1,1,2,2,2,1,3,1,3,1,2,3,4,5,"injustiça",4,12,6,3,7,3,1,17,12,2,2,1,2,4,"4","faxinal","86840000",2,3
"doctor","corruption","politician","left","Bernardo Teixeira","black","male",2,3,3,3,3,"R_2WC2d5GUuYrybpH",15,1,5,1,5,3,3,4,4,1,4,2,2,2,1,1,1,1,1,2,5,2,NA,NA,NA,NA,NA,"Desemprego",1,8,NA,NA,NA,1,10,17,12,NA,NA,NA,NA,1,"4","SALVADOR","40330515",2,3
"captain","generic","politician","right","Nicolas Duarte","white","male",2,1,1,1,1,"R_2wFEEu7cp8pK2xA",14,2,25,7,2,2,2,3,3,1,3,2,2,1,1,NA,1,1,1,2,1,1,5,4,3,1,2,"",3,3,2,3,3,1,NA,NA,NA,NA,2,NA,NA,11,"3","Araraquara","",2,3
"pastor","jobs","novice","left","Cecilia Machado","white","female",2,5,4,4,4,"R_2wFi2tlMrzLIJae",15,2,11,3,4,4,3,4,2,3,4,4,5,5,4,4,5,1,1,1,4,1,NA,NA,NA,NA,NA,"",2,NA,4,5,7,2,1,4,12,NA,NA,NA,1,4,"4","peixoto de azevedo","78530-000",2,5
"pastor","corruption","politician","left","Nicolas Duarte","white","male",2,1,2,2,2,"R_2whjw97MBKQLsvm",39,1,7,5,4,2,4,4,2,2,2,2,2,2,4,2,2,2,1,3,3,1,3,4,5,1,2,"educação",4,7,1,6,7,3,3,1,14,NA,NA,2,1,1,"1","Brasília","70762030",2,6
"police","jobs","politician","right","Bernardo Teixeira","white","male",2,4,2,2,2,"R_2wi9uZR3gYTE70R",52,1,25,3,3,3,1,3,2,1,4,3,2,2,1,2,1,1,1,2,3,2,1,2,3,5,4,"",1,6,3,4,5,2,1,4,12,1,2,1,2,1,"1","Sao Bernardo do Campo","9692100",2,5
"captain","generic","novice","left","Hector Amaral","pardo","male",2,4,3,3,3,"R_2WJelE1XfMQwbHp",10,1,12,1,4,4,2,3,3,3,4,3,3,3,3,3,2,2,1,2,5,1,NA,NA,NA,NA,NA,"",4,4,NA,4,4,3,10,17,12,1,2,1,2,4,"4","sidrolandia","79170000",2,3
"professor","jobs","politician","right","Cecilia Machado","white","female",2,4,4,3,4,"R_2wmgVbyXdAw8fq2",32,2,19,1,4,4,4,5,2,2,4,2,2,4,2,2,2,1,1,3,1,1,4,2,3,5,1,"Não.",4,12,NA,5,1,2,2,17,12,2,2,1,2,4,"1","Rio de Janeiro","22211200",2,4
"doctor","corruption","novice","right","Cecilia Machado","black","female",2,3,3,2,3,"R_2wQTElK0ouNfPPV",10,2,21,3,3,3,2,2,2,2,3,1,2,3,3,2,1,1,1,1,1,1,1,3,2,4,5,"",1,12,NA,NA,NA,2,3,17,12,2,1,2,1,1,"1","Porto Alegre","91755350",2,4
"pastor","generic","politician","right","Isabella Nunes","pardo","female",2,1,1,1,2,"R_2wRHAkIdlvItU8z",7,1,14,3,4,2,2,2,4,1,2,2,1,3,2,2,2,3,3,3,2,1,2,4,3,1,5,"Educação pública ",3,4,1,1,7,3,2,14,1,1,2,1,2,1,"4","Belém","6630030",2,5
"professor","generic","politician","right","Olívia Mendes","black","female",2,4,4,3,3,"R_2wSHbqUYGGkur55",18,2,5,1,4,4,3,4,1,3,3,2,4,4,5,4,5,4,4,5,4,1,3,1,2,5,4,"Educação",1,2,NA,3,NA,2,1,4,12,1,2,2,NA,4,"4","Serrolândia","44710000",1,3
"police","jobs","politician","left","Isabella Nunes","pardo","female",2,5,4,4,2,"R_2WSHRYccqv9WZGi",13,2,13,7,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,3,3,1,NA,NA,NA,NA,NA,"",4,6,0,4,7,1,10,17,12,1,2,1,2,4,"3","Pintopolis","39317000",2,4
"doctor","generic","politician","right","Bernardo Teixeira","white","male",2,2,2,2,2,"R_2wTg8n3pYGI7rRc",47,1,25,3,5,3,3,3,4,4,5,2,4,5,4,4,1,1,1,2,5,1,NA,NA,NA,NA,NA,"Corrupção saúde pública desigualdade desemprego segurança pública",4,9,4,6,1,1,9,17,12,1,NA,NA,NA,2,"4","Jundiai-SP","13203330",2,3
"pastor","jobs","politician","left","Olívia Mendes","black","female",2,1,1,1,3,"R_2wtolwK0bj1v3tx",25,1,20,7,3,1,1,1,1,1,5,1,1,1,1,1,1,1,1,2,2,3,1,2,3,4,5,"Educação, infra estrutura e saneamento basico",1,12,6,3,7,2,1,17,12,1,2,1,2,2,"4","Natal","59072-600",2,3
"police","corruption","politician","left","Nicolas Duarte","white","male",2,4,4,3,3,"R_2WTpeJC3kt0CES5",40,1,15,3,4,4,4,4,3,4,4,3,4,4,3,3,2,1,2,3,1,1,1,3,4,5,2,"",1,4,6,3,7,3,1,17,12,1,2,1,2,2,"1","João Pessoa","58058-140",2,5
"police","corruption","politician","right","Olívia Mendes","black","female",2,4,4,4,2,"R_2WUndJ58MIBORAg",17,1,19,1,4,4,1,2,1,1,4,4,4,3,2,3,1,1,1,2,1,1,1,4,3,5,2,"Impostos",3,1,6,3,6,2,1,17,12,1,2,1,1,1,"1","Rio de Janeiro","22783020",2,5
"pastor","jobs","politician","left","Isabella Nunes","pardo","female",2,1,3,3,3,"R_2WUYmGBBLaUzHm9",14,2,21,2,4,4,2,4,4,3,4,5,4,4,4,3,1,1,1,2,4,1,1,2,4,3,5,"",5,3,NA,3,5,2,1,1,12,2,1,1,1,2,"1","Paulo bento","99718-000 ",2,5
"office","corruption","politician","left","Olívia Mendes","pardo","female",2,1,3,3,3,"R_2wz4Hjz64cbqu6B",24,1,19,7,4,4,3,3,5,3,5,5,5,4,4,5,4,5,4,5,5,1,2,1,4,5,3,"Jogos de vídeo game muito caros. ",2,2,6,3,7,3,1,17,12,1,2,2,2,1,"4","Rio de Janeiro ","23025-370 ",2,2
"office","corruption","novice","right","Cecilia Machado","black","female",2,4,4,4,2,"R_2X1efTdVcTgWxbE",17,1,16,3,3,3,2,5,4,3,4,4,3,5,5,3,1,1,1,1,1,1,NA,NA,NA,NA,NA,"Violência",4,8,4,5,2,2,2,8,1,1,2,1,2,2,"4","Guarapuava","85070590",2,5
"police","generic","politician","right","Nicolas Duarte","white","male",2,1,3,1,3,"R_2X4pXrrgPifURo4",48,2,13,7,2,2,3,3,3,2,3,1,2,3,3,2,1,1,1,1,1,1,1,2,3,5,4,"Não sei",4,5,4,NA,1,2,3,17,12,1,2,1,1,6,"1","BELO HORIZONTE ","30840710",2,4
"professor","generic","politician","right","Hector Amaral","black","male",2,3,1,2,2,"R_2XcHHAE8zBf4cX7",19,2,25,3,4,4,4,4,2,4,4,3,2,2,2,2,2,2,3,3,3,2,NA,NA,NA,NA,NA,"Nao",3,5,5,6,5,1,10,17,2,2,1,1,1,4,"4","Sao paulo","2873020",2,5
"professor","corruption","novice","right","Isabella Nunes","black","female",2,2,4,4,4,"R_2Xdrbt33HeVeUOf",3,1,16,7,4,4,4,4,4,4,4,3,3,3,3,3,1,1,1,3,1,1,3,2,4,5,1,"",3,4,NA,4,NA,2,9,3,12,1,2,1,1,2,"5","Maringá","87033370",1,3
"office","corruption","politician","left","Bernardo Teixeira","black","male",2,3,3,3,3,"R_2XnvyLs9VfkMeQ9",29,3,16,3,1,1,1,1,1,1,1,2,2,2,1,3,1,1,1,1,1,2,NA,NA,NA,NA,NA,"falta de incentivo a educação",4,4,2,7,7,3,10,17,12,1,1,2,2,4,"1","curitiba","80730200",2,5
"professor","jobs","novice","left","Isabella Nunes","pardo","female",2,4,4,4,4,"R_2XnYPXRQIfwGOy0",8,2,21,1,3,3,3,3,3,3,3,4,5,2,1,5,1,1,3,1,1,1,NA,NA,NA,NA,NA,"",2,NA,NA,1,4,1,1,2,5,1,2,1,2,2,"1","SOBRADINHO RS","96900000",2,5
"pastor","generic","novice","right","Isabella Nunes","pardo","female",2,2,1,1,1,"R_2XpV2aQmHv6Kydc",41,1,25,3,2,2,2,1,4,4,1,1,2,2,2,1,1,1,2,1,2,1,1,4,5,2,3,"NOVO PLEBISCITO PARA MUDANÇA DE FORMA DE GOVERNO PARA PARLAMENTARISMO",2,11,6,7,7,2,1,17,2,NA,2,NA,NA,4,"1","SÃO PAULO ","3202000",2,3
"doctor","generic","novice","left","Bernardo Teixeira","black","male",2,3,3,1,3,"R_2xRSWCg7Fr9pPhB",4,2,13,3,3,3,1,1,1,1,3,3,3,3,1,3,1,1,1,2,2,1,4,3,5,1,2,"",1,3,3,4,6,2,9,17,12,1,2,2,1,1,"4","Belo horizonte","30190051",2,3
"doctor","generic","novice","left","Nicolas Duarte","white","male",2,2,2,2,2,"R_2xWezFaMKzEFV3w",51,2,21,1,2,4,1,3,3,1,1,2,2,3,1,1,1,1,1,2,2,NA,1,4,5,2,3,"Educação ",4,6,2,NA,2,2,10,4,12,1,2,2,1,1,"3","Pelotas ","96080.47",2,3
"police","corruption","novice","left","Isabella Nunes","white","female",2,1,1,1,2,"R_2xxUVs5VwSgInlz",22,2,25,1,4,4,3,2,3,2,4,2,2,2,3,2,1,1,1,1,1,2,2,3,1,5,4,"",1,NA,NA,NA,NA,2,1,17,12,NA,2,NA,NA,1,"4","São Paulo ","01202-002 ",2,4
"police","generic","novice","left","Cecilia Machado","pardo","female",2,1,4,4,3,"R_2xy4YKek89ywRZx",17,2,16,2,3,3,4,4,2,2,4,5,4,4,4,3,4,4,5,4,4,1,1,2,3,4,5,"",5,12,5,5,6,1,1,17,12,1,NA,1,1,2,"1","cascavel","85814260",2,5
"professor","generic","politician","right","Cecilia Machado","pardo","female",2,4,1,2,1,"R_2Y30S4fhnsmwlus",20,1,25,7,5,2,5,1,1,1,5,5,5,3,2,1,2,1,1,3,2,1,1,3,2,5,4,"",1,2,6,1,7,2,1,4,12,1,2,1,2,2,"1","mococa","13730230",2,3
"police","generic","novice","right","Isabella Nunes","white","female",2,4,4,4,3,"R_2y4yU7Bqn2v044P",3,1,25,7,3,3,2,3,3,3,3,2,2,3,3,2,1,1,1,2,5,1,1,2,4,3,5,"",3,3,NA,5,7,1,10,17,12,1,2,2,2,4,"1,3,4","Carapicuíba ","6317030",2,4
"doctor","jobs","novice","right","Hector Amaral","pardo","male",2,2,2,2,2,"R_2Y5FYrYCrU2d6uW",10,1,2,1,3,3,1,2,2,2,4,2,2,2,1,2,1,2,1,1,1,1,5,2,3,4,1,"",4,2,3,3,7,1,9,17,12,1,2,2,1,11,"1","Rio Largo ","57100000",2,3
"captain","jobs","novice","right","Isabella Nunes","pardo","female",2,3,1,1,1,"R_2Y5MvDn6emkab8N",48,2,11,3,5,5,5,5,5,5,5,2,3,3,3,3,3,4,3,4,4,3,1,2,3,4,5,"ruas",3,5,4,6,5,1,5,14,16,NA,2,1,NA,5,"3","londrina","86025660",1,5
"doctor","generic","novice","right","Isabella Nunes","white","female",2,4,3,4,3,"R_2Y5NXBFBfryXF3B",31,2,25,2,4,4,2,4,2,2,4,4,4,2,2,3,2,2,1,3,3,1,2,4,3,5,1,"",4,9,6,6,7,2,1,4,12,1,2,1,2,4,"1","Sao paulo","4909040",2,3
